,id,course_id,course_type,category,start_date,end_date,duration,start_tsp,end_tsp
3236,10254,course-v1:PekingX+02534010x+1T2017,0,chemistry,2017-03-13,2018-12-31,658,1489363200,1546214400
3237,2165,course-v1:TsinghuaX+00510888X+_2015_T2_,0,art,2015-07-15,2015-12-31,169,1436918400,1451520000
3239,10033,course-v1:bttc_TsinghuaX+02070251X+2017_T1,0,computer,2017-02-20,2017-06-16,116,1487548800,1497571200
3240,10145,course-v1:zrxrz+03+20170227,0,computer,2017-02-28,2017-03-17,17,1488240000,1489708800
3241,9965,course-v1:TSINGHUAX+30470084+2017_T1,0,education,2017-02-20,2017-07-30,160,1487548800,1501372800
3242,10062,course-v1:gzit_TsinghuaX+20220214X+2017_T1,0,literature,2016-02-22,2016-06-23,122,1456099200,1466640000
3245,10613,course-v1:JLU+310301+161721,0,history,2017-04-03,2017-09-02,152,1491177600,1504310400
3247,10348,course-v1:IDBx+IDB13x+2T2017,0,art,2017-05-25,2017-06-29,35,1495670400,1498694400
3248,1664,course-v1:TsinghuaX+20250064_1X+2015_T1_1,0,computer,2015-06-18,2016-06-18,366,1434585600,1466208000
3249,6301,course-v1:testVPC+YY101+2016_T1,0,education,2016-06-03,2016-09-01,90,1464912000,1472688000
3251,8266,course-v1:Microsoft+CLD220x+3T2016,0,physics,2016-11-07,2017-01-09,63,1478476800,1483920000
3252,6837,course-v1:TsinghuaX+70120073x+3T2016,0,art,2016-09-12,2017-01-16,126,1473638400,1484524800
3253,5725,course-v1:swust_TsinghuaX+00310222X+2016_T1,0,engineering,2016-03-15,2016-05-10,56,1458000000,1462838400
3254,8689,course-v1:GIT+git2015-1-2+2015-1-2,0,physics,2016-09-01,2017-01-15,136,1472688000,1484438400
3255,9875,course-v1:Suda_MITx+MOOC002+2017_T1,0,economics,2017-02-20,2017-06-19,119,1487548800,1497830400
3257,3601,course-v1:nankaiX+00740043_2x+2015_T2,0,social science,2017-02-15,2017-06-30,135,1487116800,1498780800
3259,12091,course-v1:Microsoft+CLD211.5x+3T2017,0,art,2017-07-01,2017-09-30,91,1498867200,1506729600
3260,2920,course-v1:PEC+20220214X_6+2015_T2,0,computer,2015-09-01,2015-10-19,48,1441065600,1445212800
3263,7970,course-v1:XJTUMOOC+Y0001001-+2016_T2,0,literature,2016-10-10,2017-01-01,83,1476057600,1483228800
3264,4075,course-v1:hainu+GWL005+2016_T1,0,biology,2016-03-01,2016-07-21,142,1456790400,1469059200
3268,3091,course-v1:BIT+00011142+2015_T2,0,literature,2015-09-07,2016-01-31,146,1441584000,1454198400
3269,9201,course-v1:Microsoft+DEV234x+1T2017,0,environment,2017-01-09,2017-03-31,81,1483920000,1490918400
3270,4437,course-v1:TsinghuaX+80590952X+2016_T2,0,computer,2016-03-28,2016-07-20,114,1459123200,1468972800
3271,10046,course-v1:Wharton+MarketingAnalytics101x+2T2017,0,economics,2017-04-24,2017-06-05,42,1492992000,1496620800
3272,8023,course-v1:hebei_hebut+CT+2016_T2,0,social science,2016-09-11,2017-01-14,125,1473552000,1484352000
3273,8590,course-v1:zjvtitX+HY001+2017_T1,0,engineering,2016-11-01,2017-04-30,180,1477958400,1493510400
3274,10099,course-v1:AdelaideX+DataCapX+3T2017,0,physics,2015-01-01,2018-12-01,1430,1420070400,1543622400
3275,10771,course-v1:DelftX+Frame101x+2T2017,0,biology,2017-05-15,2017-09-30,138,1494806400,1506729600
3276,8399,course-v1:HarvardX+SPU27x+1T2017,0,electrical,2017-01-18,2018-01-16,363,1484697600,1516060800
3277,7491,course-v1:NEU+B130100032+2016_T2,0,medicine,2016-09-01,2016-12-31,121,1472688000,1483142400
3278,8390,course-v1:TsinghuaX+30240184_2X+2016_2017,0,philosophy,2016-03-15,2016-06-08,85,1458000000,1465344000
3279,7134,course-v1:guangxi_TsinghuaX+20120143X+2016_T2,0,computer,2016-08-25,2016-11-25,92,1472083200,1480032000
3280,3025,course-v1:BuuX+00510888X+2015_T2,0,social science,2015-09-01,2016-05-27,269,1441065600,1464307200
3281,7455,course-v1:NSU_TsinghuaX+60510102X+2016_T2,0,math,2016-10-07,2016-12-17,71,1475798400,1481932800
3282,7080,course-v1:TsinghuaX+00680082+2016_T2,0,physics,2016-09-12,2017-01-20,130,1473638400,1484870400
3283,3488,course-v1:TsinghuaX-cie+80511503X+2015_T2,0,history,2015-10-15,2016-12-30,442,1444867200,1483056000
3284,7518,course-v1:Microsoft+AZURE201x+3T2016,0,biology,2016-09-27,2016-11-07,41,1474934400,1478476800
3286,10680,course-v1:HarvardX+SPU27.2x+2T2017,0,foreign language,2017-05-17,2017-09-30,136,1494979200,1506729600
3287,10751,course-v1:Microsoft+CLD209.1x+2T2017,0,economics,2017-04-01,2017-06-30,90,1491004800,1498780800
3288,5679,course-v1:TsinghuaX+80160132X+2016_T1,0,physics,2016-03-07,2016-06-10,95,1457308800,1465516800
3289,8942,course-v1:dongguan+zhiye082+20161223,0,biology,2016-12-23,2017-04-23,121,1482451200,1492905600
3290,10867,course-v1:ACCA+FFA-F3.x+3T2017,0,foreign language,2017-07-03,2017-09-11,70,1499040000,1505088000
3291,4303,course-v1:hbue+ZX4632+2016_T1,0,business,2015-12-10,2016-05-01,143,1449705600,1462060800
3293,2779,course-v1:zjgsu10353+00690242X+2015_T2,0,history,2016-03-02,2016-07-26,146,1456876800,1469491200
3294,3094,course-v1:BerkeleyX+CS169_1x+_2015_T2_,0,engineering,2015-09-09,2015-12-31,113,1441756800,1451520000
3295,10615,course-v1:JLU+310304+161721,0,philosophy,2017-04-03,2017-09-02,152,1491177600,1504310400
3297,3989,course-v1:bdschool+B0680090X+2015_T2,0,social science,2015-01-15,2016-01-15,365,1421280000,1452816000
3300,10420,course-v1:rcoe+guangxiMOOC102+2017_T1,0,medicine,2017-03-13,2017-06-13,92,1489363200,1497312000
3301,10803,course-v1:TsinghuaX+00690863X+1T2017,0,biology,2017-04-20,2017-12-30,254,1492646400,1514592000
3302,10262,course-v1:TsinghuaX+qhu10610193X+2017_T1,0,economics,2017-03-03,2017-06-30,119,1488499200,1498780800
3304,8777,course-v1:xuetangX+20161215X+2016_T2,0,math,2017-02-20,2017-12-31,314,1487548800,1514678400
3306,12011,course-v1:PekingX+02532210X+2T2017,0,economics,2017-06-26,2017-09-10,76,1498435200,1505001600
3308,7117,course-v1:guangxi_HNU+HNU001+2016_T2,0,economics,2016-08-24,2017-01-15,144,1471996800,1484438400
3311,10453,course-v1:TsinghuaX+cau10610224X_10+2017_T1,0,medicine,2017-03-14,2017-07-31,139,1489449600,1501459200
3312,10830,course-v1:peixun+px001+2017_T1,0,business,2017-04-04,2017-08-06,124,1491264000,1501977600
3313,5749,course-v1:365dx+150+2016_T1,0,computer,2016-03-01,2016-07-01,122,1456790400,1467331200
3314,11786,course-v1:MITx+CITE101x+2T2017,0,history,2017-06-01,2017-07-22,51,1496275200,1500681600
3316,10247,course-v1:TsinghuaX+sicnu61030031X+2017_T1,0,computer,2017-03-01,2017-07-01,122,1488326400,1498867200
3319,7946,course-v1:UBCx+Phot1x+3T2016,0,medicine,2016-11-15,2017-01-24,70,1479168000,1485216000
3321,9730,course-v1:MITx+Bootcamp0+2T2017,0,computer,2017-05-02,2017-06-13,42,1493683200,1497312000
3324,10337,course-v1:WestonHS+MechC101x+2T2017,0,foreign language,2017-06-15,2017-09-15,92,1497484800,1505433600
3325,5535,course-v1:cqu+cqu0225+2016_T2,0,philosophy,2015-01-01,2016-12-01,700,1420070400,1480550400
3326,6644,course-v1:ujs+20220214X+2016_T2,0,foreign language,2016-08-22,2016-12-18,118,1471824000,1482019200
3327,10774,course-v1:Microsoft+CLD206x+1T2017,0,economics,2017-04-01,2017-06-30,90,1491004800,1498780800
3328,1750,course-v1:Tsinghua+CZXT001+2015_T2,0,art,2015-06-01,2016-05-27,361,1433116800,1464307200
3329,6894,course-v1:W3Cx+HTML5.2x+2T2016,0,engineering,2016-09-13,2017-02-12,152,1473724800,1486857600
3330,8548,course-v1:liaoningX+LNA20160000099_YS+2016_T2,0,economics,2016-11-16,2017-01-14,59,1479254400,1484352000
3332,6049,course-v1:Organization1+001+2014_4,0,literature,2016-04-25,2017-04-25,365,1461542400,1493078400
3335,5510,course-v1:XJTUMOOC+MAGT3201+2016_T1,0,foreign language,2016-02-24,2016-04-28,64,1456272000,1461801600
3336,8927,course-v1:dongguan+zhiye064+20161223,0,engineering,2016-12-23,2017-04-23,121,1482451200,1492905600
3337,8513,course-v1:uestcedu_TsinghuaX+AP000004X+2016_T2,0,electrical,2016-11-10,2017-12-10,395,1478736000,1512864000
3338,5065,course-v1:MITX+MITx6_002x2+2016_T1,0,physics,2016-02-10,2016-07-20,161,1455062400,1468972800
3340,11590,course-v1:imnu+cs19001+2017-1,0,computer,2016-12-10,2017-04-30,141,1481328000,1493510400
3342,5306,course-v1:VPC_TsinghuaX+AP000002X+2016_T1,0,business,2016-04-04,2016-07-01,88,1459728000,1467331200
3343,8190,course-v1:hnit_TsinghuaX+10610224X+2016_T2,0,environment,2016-11-18,2016-12-28,40,1479427200,1482883200
3345,4295,course-v1:HubeiUniversityofEconomics+ZB4607+2015_T2,0,business,2015-12-10,2016-05-01,143,1449705600,1462060800
3346,1731,course-v1:Tsinghua+ZQ001+2015_T2,0,engineering,2015-06-01,2016-05-27,361,1433116800,1464307200
3348,8953,course-v1:dongguan+gaozhong07+20161223,0,physics,2016-12-24,2017-04-24,121,1482537600,1492992000
3351,2047,course-v1:TsinghuaX+80512073X+_2015_T2,0,social science,2015-07-13,2017-12-31,902,1436745600,1514678400
3352,7789,course-v1:edX+BlendedX+3T2016,0,history,2016-09-23,2017-09-29,371,1474588800,1506643200
3354,10663,course-v1:Microsoft+DEV210x+2T2017,0,computer,2017-04-01,2017-06-30,90,1491004800,1498780800
3355,1736,course-v1:TsinghuaX+10421084_2015X+2015_T1,0,computer,2015-06-23,2016-06-23,366,1435017600,1466640000
3356,3364,course-v1:HBCM+10610224X+2015_T2,0,economics,2015-09-07,2016-05-25,261,1441584000,1464134400
3358,2234,course-v1:TsinghuaX+00510888X+_2015__T2_,0,math,2015-07-21,2016-07-21,366,1437436800,1469059200
3359,8231,course-v1:YanshanUniversity+GCZT01+2016T1,0,history,2015-01-01,2018-01-30,1125,1420070400,1517270400
3360,7856,course-v1:lzufe+00720091X+2016_T2,0,social science,2016-10-11,2017-02-01,113,1476144000,1485907200
3361,10657,course-v1:Microsoft+CLD231x+1T2017,0,education,2017-03-22,2017-06-30,100,1490140800,1498780800
3363,12130,course-v1:xuetangX+20170620X+2017_T1,0,medicine,2017-06-19,2017-12-31,195,1497830400,1514678400
3364,5740,course-v1:365dx+143+2016_T1,0,computer,2016-03-01,2016-07-01,122,1456790400,1467331200
3365,10849,course-v1:TUMx+QPLS2x+3T2017,0,philosophy,2015-01-01,2017-12-17,1081,1420070400,1513468800
3366,4179,course-v1:nttec+30640014+2015_T2,0,engineering,2015-12-07,2016-12-07,366,1449446400,1481068800
3367,6549,course-v1:zhongrongxin+fx005+2016_7,0,economics,2016-07-01,2017-04-30,303,1467331200,1493510400
3369,8085,course-v1:yunnan_TsinghuaX+20120143X+2016_T2,0,art,2016-10-14,2017-01-14,92,1476403200,1484352000
3370,9600,course-v1:365dx+072+2017_T1,0,electrical,2017-01-23,2017-07-15,173,1485129600,1500076800
3372,5752,course-v1:TsinghuaX+00740043-91+2016_T1,0,social science,2016-03-15,2016-06-30,107,1458000000,1467244800
3373,4623,course-v1:fxzxwuli+physics_wuli_zsp+2015_T2,0,engineering,2016-01-29,2016-06-30,153,1454025600,1467244800
3374,12270,course-v1:CPVS+CPVS-homework_chengshiguidao+20170712,0,biology,2017-07-12,2017-08-30,49,1499817600,1504051200
3376,8776,course-v1:bjzrxrz+bx-07+20161215,0,foreign language,2016-12-15,2017-06-30,197,1481760000,1498780800
3377,5129,course-v1:sanxiauX+80512073X+2016_T1,0,computer,2016-03-07,2016-06-05,90,1457308800,1465084800
3378,9648,course-v1:MITx+7.28.1x+1T2017,0,economics,2017-04-04,2017-05-31,57,1491264000,1496188800
3379,3027,course-v1:BuuX+80000901_2015X+2015_T2,0,literature,2015-09-01,2016-05-27,269,1441065600,1464307200
3380,3429,course-v1:HBCM+00011142+2015_T2,0,business,2015-09-07,2016-05-25,261,1441584000,1464134400
3381,2739,course-v1:test+test+test,0,electrical,2016-04-28,2017-03-09,315,1461801600,1489017600
3382,6300,course-v1:CPVS+CPVS-PR001+20160901,0,math,2016-11-16,2016-12-31,45,1479254400,1483142400
3383,1721,course-v1:Tsinghua+XLX001+2015_T2,0,social science,2015-06-01,2015-08-25,85,1433116800,1440460800
3384,8428,course-v1:TsinghuaX+70800232X+2016_2017,0,math,2016-03-18,2016-07-06,110,1458259200,1467763200
3385,4657,course-v1:xduX+10610204X+2015T2,0,medicine,2015-12-30,2016-03-01,62,1451433600,1456790400
3386,10868,course-v1:ACCA+FMA-F2.x+3T2017,0,economics,2017-07-03,2017-09-11,70,1499040000,1505088000
3387,11851,course-v1:HarvardX+PH525.2x+2T2017,0,business,2017-07-01,2018-07-01,365,1498867200,1530403200
3390,6680,course-v1:TsinghuaX_sziit+70167012_2015X+2016_T2,0,social science,2016-07-11,2016-10-11,92,1468195200,1476144000
3392,10501,course-v1:Microsoft+DAT225x+1T2017,0,computer,2017-03-15,2017-06-30,107,1489536000,1498780800
3395,8725,course-v1:Universitysdjtu+110267+2017_03,0,engineering,2017-06-15,2017-12-15,183,1497484800,1513296000
3397,9087,course-v1:UESTC+zk04741+2017T1,0,art,2016-12-30,2017-01-01,2,1483056000,1483228800
3398,5295,course-v1:liaoningX+LNA20150000078+01,0,economics,2016-09-04,2017-01-14,132,1472947200,1484352000
3400,11099,course-v1:PennX+SD3x+2T2017,0,foreign language,2017-07-24,2018-07-24,365,1500854400,1532390400
3401,3900,course-v1:TsinghuaX+10610204X_2015X+2015_T2,0,math,2017-01-01,2017-06-30,180,1483228800,1498780800
3402,7689,course-v1:LouvainX+Louv7x+1T2017,0,literature,2017-02-15,2018-02-15,365,1487116800,1518652800
3403,1833,course-v1:TsinghuaX+30240243X+2015_T2,0,computer,2015-06-26,2016-06-26,366,1435276800,1466899200
3404,6228,course-v1:nuctech_FUDANx+ECON130007_01+2016_T1,0,literature,2016-05-22,2016-05-23,1,1463875200,1463961600
3405,9769,course-v1:zrx+zrx001+20170207,0,biology,2017-02-16,2017-04-30,73,1487203200,1493510400
3406,5637,course-v1:365dx+136+2016_T1,0,engineering,2016-03-02,2016-09-01,183,1456876800,1472688000
3408,8922,course-v1:dongguan+zhiye060+20161223,0,art,2016-12-23,2017-04-23,121,1482451200,1492905600
3411,10087,course-v1:UPValenciaX+BI101x+1T2017,0,biology,2017-03-28,2018-03-28,365,1490659200,1522195200
3412,7331,course-v1:guangxi_CIE+CIE2016005_1+2016_T2,0,biology,2016-09-22,2016-11-30,69,1474502400,1480464000
3413,5744,course-v1:365dx+149+2016_T1,0,literature,2016-03-01,2016-07-01,122,1456790400,1467331200
3414,7574,course-v1:IDBx+IDB10x+3T2016,0,math,2016-10-18,2016-12-06,49,1476748800,1480982400
3416,10461,course-v1:PerkinsX+INC1.1+1T2017_2,0,math,2017-03-14,2018-03-08,359,1489449600,1520467200
3417,8397,course-v1:TsinghuaX+30240233X+2016_2017,0,economics,2016-02-22,2016-08-31,191,1456099200,1472601600
3418,6622,course-v1:hebei_Tsinghua+80512073X+2016_T1,0,business,2015-03-09,2016-07-31,510,1425859200,1469923200
3419,4186,course-v1:xxt+00691153X+2015_T2,0,electrical,2015-12-07,2016-12-07,366,1449446400,1481068800
3420,12294,course-v1:CPVS+CPVS_homework-qx2015+20170712,0,philosophy,2017-07-12,2017-08-31,50,1499817600,1504137600
3421,7698,course-v1:IIMBx+EP101x+1T2017,0,literature,2017-01-05,2017-02-16,42,1483574400,1487203200
3422,8292,course-v1:SDUx+00931800X+2016_2017,0,foreign language,2015-09-15,2016-02-02,140,1442275200,1454371200
3423,8871,course-v1:dongguan+zhiye028+20161223,0,computer,2016-12-23,2017-04-23,121,1482451200,1492905600
3425,4327,course-v1:CQDD+30640014_2015X+2015_T2,0,art,2015-12-16,2016-05-27,163,1450224000,1464307200
3426,7463,course-v1:KULeuvenX+DAHx+3T2016,0,engineering,2016-11-03,2016-11-30,27,1478131200,1480464000
3427,7580,course-v1:PerkinsX+INC1.1+3T2016,0,art,2016-10-11,2016-12-05,55,1476144000,1480896000
3428,2135,course-v1:TsinghuaX+00701032X+2015__T2,0,economics,2015-07-15,2016-07-15,366,1436918400,1468540800
3429,12180,course-v1:TsinghuaX+Lzu00690092X+2017_T1,0,biology,2017-06-23,2017-06-28,5,1498176000,1498608000
3430,12183,course-v1:eduservice+12712837+2017,0,engineering,2017-06-01,2017-08-05,65,1496275200,1501891200
3432,6825,course-v1:UBCx+CW1.2x+3T2016,0,biology,2016-11-01,2016-12-13,42,1477958400,1481587200
3434,6816,course-v1:zhongrongxin+jbqy001+2016_7,0,social science,2016-07-22,2017-04-30,282,1469145600,1493510400
3435,3128,course-v1:BIT+20220214_2015X+2015_T2,0,engineering,2015-09-07,2016-01-31,146,1441584000,1454198400
3438,6198,course-v1:nuctech_TsinghuaX+00680142X+2016_T1,0,computer,2016-05-19,2016-11-19,184,1463616000,1479513600
3439,11103,course-v1:DartmouthX+ROmniX+2T2017,0,art,2017-06-21,2017-07-14,23,1498003200,1499990400
3440,2142,course-v1:TsinghuaX+70150023X+2015_T2_,0,history,2015-07-15,2016-07-15,366,1436918400,1468540800
3441,10991,course-v1:sdjtu+240110+2017_T2,0,history,2017-04-01,2018-09-20,537,1491004800,1537401600
3443,11156,course-v1:CornellX_UQx+BIOEE101x+2T2017,0,social science,2017-06-27,2017-08-01,35,1498521600,1501545600
3444,10775,course-v1:Microsoft+CLD204x+1T2017,0,business,2017-04-01,2017-06-30,90,1491004800,1498780800
3445,9795,course-v1:TsinghuaX+20220214X+2017_T1,0,education,2017-02-20,2017-06-12,112,1487548800,1497225600
3446,11351,course-v1:UAMx+QuijoteENx+1T2017,0,computer,2017-05-30,2017-07-31,62,1496102400,1501459200
3449,8792,course-v1:bnugraduate_TsinghuaX+60510102X+2016_T2,0,economics,2017-02-20,2017-07-30,160,1487548800,1501372800
3450,5218,course-v1:ycitX+20120143X+2016_T1,0,economics,2016-02-01,2016-05-21,110,1454284800,1463788800
3451,7664,course-v1:CurtinX+HRIG2x+1T2017,0,education,2017-04-24,2017-07-28,95,1492992000,1501200000
3452,11131,course-v1:SDJTU+070406E+2017_T1,0,business,2017-01-01,2017-11-01,304,1483228800,1509494400
3453,1895,course-v1:TsinghuaX+10610193X+2015__T2,0,education,2015-07-02,2016-07-02,366,1435795200,1467417600
3454,7681,course-v1:UQx+LGDM1x+1T2017,0,physics,2017-01-10,2017-03-10,59,1484006400,1489104000
3455,5708,course-v1:365dx+129+2016_T1,0,business,2016-03-01,2016-07-01,122,1456790400,1467331200
3456,3459,course-v1:GKDJXJY+YJS001+2015_T2,0,economics,2017-03-05,2017-07-10,127,1488672000,1499644800
3457,1647,course-v1:TsinghuaX+20330334X+2015_T1,0,physics,2015-06-18,2016-06-18,366,1434585600,1466208000
3458,6739,course-v1:DelftX+CTB3365DWx+3T2016,0,literature,2016-08-02,2017-01-07,158,1470096000,1483747200
3459,10429,course-v1:MichiganX+teachout.2x+1T2017,0,social science,2017-04-21,2017-04-28,7,1492732800,1493337600
3460,1709,course-v1:TsinghuaX+30640014X+2014_T2_2,0,history,2015-06-23,2016-06-23,366,1435017600,1466640000
3461,6959,course-v1:gxlztc_TsinghuaX+00510888X+2016_T2,0,economics,2016-08-09,2016-11-09,92,1470700800,1478649600
3462,2942,course-v1:Tsinghua+10430494X+2015-T2,0,business,2015-09-14,2016-01-31,139,1442188800,1454198400
3463,2719,course-v1:shanghaimooc+SH0007+2015,0,computer,2015-01-01,2016-05-26,511,1420070400,1464220800
3465,8324,course-v1:MITProfessionalX+ENX_Fake+3T2016,0,environment,2016-10-24,2016-12-11,48,1477267200,1481414400
3471,11855,course-v1:CaltechX+BEM1105x+2T2017,0,art,2015-01-01,2018-09-28,1366,1420070400,1538092800
3473,8252,course-v1:Microsoft+INF205x+3T2016,0,physics,2016-10-10,2017-02-05,118,1476057600,1486252800
3475,11320,course-v1:UWashingtonX+PM-IT-002x+1T2017,0,environment,2017-06-13,2018-02-02,234,1497312000,1517529600
3476,9008,course-v1:dongguan+zhiye009+20161223,0,literature,2016-12-23,2017-04-23,121,1482451200,1492905600
3477,3026,course-v1:BuuX+B0680090_2015_T1+2015_T2,0,literature,2015-09-01,2016-05-27,269,1441065600,1464307200
3478,6749,course-v1:PurdueX+PN-16.1+2T2016,0,computer,2016-08-03,2016-09-14,42,1470182400,1473811200
3479,2610,course-v1:TsinghuaX+00740113X+_2015_T2,0,computer,2015-08-04,2015-12-04,122,1438646400,1449187200
3481,1834,course-v1:TsinghuaX+00740043X+2015_T2,0,art,2015-06-26,2016-06-26,366,1435276800,1466899200
3482,8537,course-v1:UTAustinX+UT.WTCS.14.01x+1T2017,0,engineering,2017-01-16,2017-03-03,46,1484524800,1488499200
3483,10415,course-v1:liaoningX+LNA0010145003606+2017_T1,0,economics,2017-03-01,2017-08-01,153,1488326400,1501545600
3485,2527,course-v1:TsinghuaX+00740043X+2015_T3,0,engineering,2015-08-03,2016-08-03,366,1438560000,1470182400
3486,9193,course-v1:TsinghuaX+AP000001X+2017_Winter,0,social science,2017-01-16,2017-02-28,43,1484524800,1488240000
3487,8515,course-v1:m+Math_01+2016_T2,0,engineering,2016-04-25,2017-04-25,365,1461542400,1493078400
3489,3769,course-v1:GIT+git2015-1+2015,0,computer,2016-09-26,2017-01-30,126,1474848000,1485734400
3492,5215,course-v1:ycitX+30240184X+2016_T1,0,philosophy,2016-02-01,2016-06-04,124,1454284800,1464998400
3493,9841,course-v1:365dx+025+2017_T1,0,social science,2017-02-14,2017-07-15,151,1487030400,1500076800
3495,11167,course-v1:MichiganX+DS120x+1T2017,0,foreign language,2017-05-02,2018-05-02,365,1493683200,1525219200
3497,6645,course-v1:VJx+VJx_2+3T2016,0,foreign language,2016-09-01,2017-09-01,365,1472688000,1504224000
3498,8980,course-v1:dongguan+gaozhong33+20161223,0,engineering,2016-12-25,2017-04-25,121,1482624000,1493078400
3499,12193,course-v1:Qhdx+cs101+2017_T2,0,computer,2016-06-06,2017-01-31,239,1465171200,1485820800
3502,10487,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1,0,engineering,2015-01-01,2017-05-28,878,1420070400,1495929600
3503,10534,course-v1:HKUx+HKU03x+2T2017,0,business,2017-06-13,2017-08-15,63,1497312000,1502755200
3506,8840,course-v1:honghexueyuan+hh333404+201702,0,history,2017-03-21,2017-07-07,108,1490054400,1499385600
3507,9925,course-v1:CQU+CQUMOOCSE21202-001+2017T1,0,computer,2017-02-17,2017-05-31,103,1487289600,1496188800
3508,11289,course-v1:HIT+HIT2016002+2017_T2,0,foreign language,2015-01-01,2017-12-25,1089,1420070400,1514160000
3510,8157,course-v1:TsinghuaX+80511503X+2016_2017,0,computer,2016-04-13,2016-07-25,103,1460505600,1469404800
3511,8237,course-v1:cau_TsinghuaX+10620204X_3+2016_T2,0,electrical,2016-09-01,2017-02-28,180,1472688000,1488240000
3515,10372,course-v1:TsinghuaX+guangxi80000822X+2017_T1,0,biology,2017-03-09,2017-06-09,92,1489017600,1496966400
3516,11598,course-v1:newcloud+test5+2016_T2,0,medicine,2016-09-01,2016-12-30,120,1472688000,1483056000
3517,6945,course-v1:ImperialBusinessX+ICBS002+3T2016,0,biology,2016-10-17,2016-12-02,46,1476662400,1480636800
3519,11038,course-v1:W3Cx+HTML5.2x+1T2017,0,art,2017-06-06,2017-07-17,41,1496707200,1500249600
3520,11354,course-v1:ASUx+TGM579x+3T2017,0,art,2015-01-01,2017-12-18,1082,1420070400,1513555200
3521,9682,course-v1:IDBx+IDB6x+1T2017,0,education,2017-04-11,2017-05-16,35,1491868800,1494892800
3523,9633,course-v1:ACCA+FA1-MA1.X+2T2017,0,environment,2017-04-03,2018-04-03,365,1491177600,1522713600
3524,7001,course-v1:HKUSTx+EBA102x+3T2016,0,math,2016-11-01,2016-12-19,48,1477958400,1482105600
3526,10078,course-v1:liaoningX+LNA2014000002506+2017_T1,0,philosophy,2017-02-28,2017-07-16,138,1488240000,1500163200
3527,12349,course-v1:CPVS+CPVS_homework-moban+20170714,0,engineering,2017-07-14,2017-08-31,48,1499990400,1504137600
3528,8978,course-v1:dongguan+gaozhong31+20161223,0,computer,2016-12-25,2017-04-25,121,1482624000,1493078400
3529,6554,course-v1:zhongrongxin+fx009+2016_7,0,art,2016-07-01,2017-04-30,303,1467331200,1493510400
3531,7227,course-v1:MITx+6.341x_2+2T2016,0,education,2016-08-20,2016-08-24,4,1471651200,1471996800
3532,5429,course-v1:VPC_TsinghuaX+70150023X+2016_T1,0,philosophy,2016-12-23,2017-04-23,121,1482451200,1492905600
3533,3382,course-v1:gxun+10800032_2015X+2015_T2,0,math,2015-09-20,2015-12-20,91,1442707200,1450569600
3534,9766,course-v1:ASUx+SOC101x+2174C,0,environment,2017-06-12,2017-08-04,53,1497225600,1501804800
3535,11868,course-v1:HNU+GE01040+2017_T2,0,philosophy,2015-01-01,2017-12-25,1089,1420070400,1514160000
3538,4154,course-v1:TsinghuaX-Chuange+00690242X+2015_T2,0,economics,2015-03-02,2016-07-26,512,1425254400,1469491200
3539,7977,course-v1:hebut+2016_Tu3+2016_T1,0,foreign language,2016-09-01,2017-01-10,131,1472688000,1484006400
3541,10944,course-v1:CatalystX+IL-BSL.S1x+2T2017,0,business,2017-05-16,2017-06-27,42,1494892800,1498521600
3542,2760,course-v1:TsinghuaX+00510888X+2015_T2_MZ,0,computer,2015-03-16,2016-05-26,437,1426464000,1464220800
3543,5033,course-v1:TsinghuaX+AP000003X+2016_Winter,0,business,2016-01-25,2016-02-27,33,1453680000,1456531200
3544,6958,course-v1:gxlztc_TsinghuaX+30640014X+2016_T2,0,computer,2016-08-09,2016-11-09,92,1470700800,1478649600
3545,12311,course-v1:CPVS+CPVS-homework_pingmiansheji1+20170712,0,philosophy,2017-07-12,2017-09-10,60,1499817600,1505001600
3547,7730,course-v1:Tsinghuax+00240033+2016_T2,0,social science,2016-09-21,2017-01-20,121,1474416000,1484870400
3548,3324,course-v1:XJTUSPOC+CORE0201+2015_T2,0,medicine,2015-10-01,2016-01-20,111,1443657600,1453248000
3549,4028,course-v1:JLU+290319+151611,0,electrical,2015-11-20,2016-03-12,113,1447977600,1457740800
3550,8429,course-v1:TsinghuaX+00990021X+2016_2017,0,computer,2016-03-01,2016-06-22,113,1456790400,1466553600
3551,11924,course-v1:UWashingtonX+CYB004x+1T2017,0,history,2015-01-01,2018-04-06,1191,1420070400,1522972800
3552,5644,course-v1:sicnu_TsinghuaX+ZZTJ001+2016_T1,0,environment,2016-03-04,2016-06-01,89,1457049600,1464739200
3555,8859,course-v1:dongguan+zhongshen005+20161223,0,foreign language,2016-12-23,2017-04-23,121,1482451200,1492905600
3556,1753,course-v1:ustcX+WXGL001+2015_T2,0,computer,2015-06-01,2016-05-27,361,1433116800,1464307200
3557,3058,course-v1:BuuX+00011142+2015_T2,0,philosophy,2015-09-01,2016-05-27,269,1441065600,1464307200
3558,10374,course-v1:MITx+guangxi15_390X+2017_T1,0,philosophy,2017-03-09,2017-06-09,92,1489017600,1496966400
3560,12137,course-v1:UTArlingtonX+EdTech101x+1T2018,0,economics,2015-01-01,2018-02-16,1142,1420070400,1518739200
3561,8701,course-v1:sjdtu+28040A+16-17-2,0,engineering,2017-03-05,2017-12-31,301,1488672000,1514678400
